"","State","County","Year","annual_median_income","prevalence_asthma_adults_age_adjusted","COPD_deaths_age_adjusted","percent_educ","percent_female","percent_no_leisure","percent_nonwhite","percent_obesity","percent_poverty","smoking_crude"
"242","Arkansas","Clark",2019,44105,10.2,87,86.4,52.5,32.2,27.9,40.1,20.6,18.1
"243","Arkansas","Clay",2018,37687,10.5,132.2,80.7,51,35.7,2.9,34.4,20.7,25.7
"244","Arkansas","Clay",2019,40686,10.3,126,80.9,51,35.3,3,37.6,18.7,23.3
"245","Arkansas","Cleburne",2018,44902,9.9,100.1,84.7,50.7,31.9,3.2,32,14.6,22
"246","Arkansas","Cleburne",2019,46214,9.7,104.4,83.3,50.7,32.2,3.4,35.7,14.1,22
"247","Arkansas","Cleveland",2018,47600,10.2,80.9,88.6,50.4,33.4,13.6,38,15.5,23.6
"248","Arkansas","Cleveland",2019,53773,10.2,90.2,85.8,50.8,34.9,13.6,38.9,13.7,22.5
"249","Arkansas","Columbia",2018,40909,10.8,92.6,85,51.9,36.1,38.8,42.7,22.4,22.9
"250","Arkansas","Columbia",2019,42964,10.9,89,82.1,51.9,37,38.6,42.5,21.2,22
"251","Arkansas","Conway",2018,44565,10.2,104.9,85.9,50.9,33,15.1,37.3,17.9,23.2
"252","Arkansas","Conway",2019,46924,9.9,111,84.3,50.8,32.4,15.2,35.2,15.6,22.1
"253","Arkansas","Craighead",2018,45615,9.7,123.5,89.1,51.4,31,20,38.5,17.9,22
"254","Arkansas","Craighead",2019,47766,9.8,123.2,83.2,51.5,33.1,20.8,39.6,16.9,21.3
"255","Arkansas","Crawford",2018,47363,9.9,73.2,85.2,50.7,32.3,9.2,38.6,16,22.9
"256","Arkansas","Crawford",2019,44600,10,75.5,82,50.7,33.4,9.3,37.8,18.3,22.1
"257","Arkansas","Crittenden",2018,42606,11.3,71.1,82.4,52.4,37.4,56.8,38.2,19.2,23.6
"258","Arkansas","Crittenden",2019,41976,11.3,61.8,80,52.5,37.8,57.2,42.6,22.4,23.4
"259","Arkansas","Cross",2018,41214,10.6,120.4,82.8,51.7,35.3,25.7,39.4,18,24.5
"260","Arkansas","Cross",2019,45273,10.4,128.5,81.5,51.4,34.8,26.2,38.6,17.8,23.5
"261","Arkansas","Dallas",2018,37259,10.8,100.2,83.6,50.9,37.1,44,40.6,21.3,22.6
"262","Arkansas","Dallas",2019,41314,10.6,98,80.7,50.8,35.8,43.6,40.7,18.8,21.6
"263","Arkansas","Desha",2018,36132,11.8,94.5,78.8,53.1,39.7,50.7,43.2,24.3,26.4
"264","Arkansas","Desha",2019,37005,11.4,96.2,79,53.2,40.5,51,42.7,25.4,25
"265","Arkansas","Drew",2018,42494,10.6,93.5,85.1,51.1,33.5,30.6,33.6,19.5,22.5
"266","Arkansas","Drew",2019,44162,10.5,82.9,82.1,51.2,33.6,30.5,38.8,18.5,19.9
"267","Arkansas","Faulkner",2018,53882,9.9,90.2,91.3,51.1,27.2,16.5,33.7,15.4,20.3
"268","Arkansas","Faulkner",2019,58482,10.2,89,85.1,51.2,32.5,16.5,37.4,14.4,19.3
"269","Arkansas","Franklin",2018,43696,10.3,91.1,82.6,50.1,34.5,5.4,37.4,18.3,25
"270","Arkansas","Franklin",2019,45670,10.3,92.3,80.9,50.1,35.3,5.7,37,16.2,24.6
"271","Arkansas","Fulton",2018,35630,10.7,101.8,84.6,51,35.1,3.5,36.4,20.6,25.2
"272","Arkansas","Fulton",2019,32926,10.7,102.3,83.7,50.7,35.4,3.9,37.1,17.7,23.4
"273","Arkansas","Garland",2018,43610,9.9,88.7,88.4,51.8,28.7,13,31.7,20.4,20.8
"274","Arkansas","Garland",2019,45786,9.7,92.8,84.4,51.9,31.8,13.1,36.2,16.9,19.5
"275","Arkansas","Grant",2018,52050,9.5,84.4,91.5,50.6,29.7,5.3,33.6,13.1,21.7
"276","Arkansas","Grant",2019,58566,9.5,73.7,86.1,50.7,30.4,5.3,34.6,12.1,20.6
"277","Arkansas","Greene",2018,46512,10,126.6,87.3,50.9,32.4,4.7,34.8,16.5,24.2
"278","Arkansas","Greene",2019,47098,9.9,124.1,85.4,50.8,33.5,4.7,34.2,15.5,23.2
"279","Arkansas","Hempstead",2018,38682,10.7,123.7,81,51.8,36.1,34,39.3,20.6,23.9
"280","Arkansas","Hempstead",2019,40867,10.3,99,80.4,51.7,37.9,34.3,39.3,18.5,21.5
"281","Arkansas","Hot Spring",2018,47205,10,84.7,85.4,47.6,31.5,14.4,33.7,18.7,23.9
"282","Arkansas","Hot Spring",2019,45860,10,90.7,83.9,47.7,31.8,14.7,36.8,20.2,21.9
"283","Arkansas","Howard",2018,40199,10.6,128.6,82.9,51.8,37.3,25.2,38.8,17.3,24
"284","Arkansas","Howard",2019,41427,10.4,107.2,83.4,51.8,36.8,25.3,42.3,16.8,21
"285","Arkansas","Independence",2018,45596,10,102.9,85.8,51.2,32.1,6.1,33.7,14.5,23.4
"286","Arkansas","Independence",2019,47903,10,112.5,83.6,51.1,32.8,6.3,35.1,15.9,21.5
"287","Arkansas","Izard",2018,37828,9.8,99.2,85.1,48.1,31.7,4.9,34.7,18.7,22.5
"288","Arkansas","Izard",2019,40233,9.7,96,82,48.1,32.1,4.9,35,15.9,21.7
"289","Arkansas","Jackson",2018,36573,11,116.4,78.9,50.4,36.9,20.8,38.6,25.6,27.2
"290","Arkansas","Jackson",2019,38636,11,112.7,78.9,50.3,38.7,20.7,38.5,22.9,25.9
"291","Arkansas","Jefferson",2018,38596,11.2,82.8,86,50.7,35.2,60,42.6,22.2,23.7
"292","Arkansas","Jefferson",2019,40555,10.6,79,84.3,50.6,37.2,60.2,41.5,24.4,22.9
"293","Arkansas","Johnson",2018,39381,10.2,97,79.4,50.5,37,8.2,36.1,22.2,24.6
"294","Arkansas","Johnson",2019,40396,10.3,90.2,75.4,50.5,38.1,8.5,37.1,17.5,24
"295","Arkansas","Lafayette",2018,35527,11.1,92.4,81.7,51,35.7,38.8,38.9,22.8,22.9
"296","Arkansas","Lafayette",2019,37164,11.1,85.3,75.5,51.3,38.6,38.9,39.9,25.5,24
"297","Arkansas","Lawrence",2018,40308,10.2,109.6,85.5,50.5,32.5,3.6,37.3,17.7,24.5
"298","Arkansas","Lawrence",2019,39604,10.3,107.6,81.5,50.9,34,3.5,38.3,18.4,22.4
"299","Arkansas","Lee",2018,28080,11.1,95.2,73,43.8,39.6,57.1,43.5,43,27.7
"300","Arkansas","Lee",2019,30421,10.7,98.1,74,43.7,38.5,56.9,42.1,35.4,24.3
"301","Arkansas","Lincoln",2018,44951,9.9,82.7,81.3,38.6,37.2,32.3,41.8,27.5,26.7
"302","Arkansas","Lincoln",2019,44272,9.9,85.7,80.3,38.8,36,32.1,41,27.1,24.5
"303","Arkansas","Little River",2018,43559,10.5,106.2,88.2,51.8,34,24.5,36.3,16,22.8
"304","Arkansas","Little River",2019,43257,10.3,114.1,87,51.7,34.8,24.5,38.9,17.8,21.7
"305","Arkansas","Logan",2018,41471,10.2,99.8,85.1,50.2,34.2,6.9,32.9,18.6,24.3
"306","Arkansas","Logan",2019,42249,10.1,94,84.3,50.2,35.2,6.7,37.9,17.4,22.6
"307","Arkansas","Lonoke",2018,56651,9.7,88.5,88.7,50.7,29.8,10.1,34.1,11.9,22
"308","Arkansas","Lonoke",2019,62782,9.4,83,85.2,51,30.1,10.2,35.5,10.7,21.3
"309","Arkansas","Madison",2018,42674,10.4,74.1,79.7,50,34.4,5.6,33.4,18.4,24.6
"310","Arkansas","Madison",2019,48016,10,71.2,79.1,50,34.5,5.8,37.6,16.4,23.5
"311","Arkansas","Marion",2018,36581,10.2,81.5,86.9,50.8,31.4,4.3,32.7,18.7,23.4
"312","Arkansas","Marion",2019,38760,10,75.6,82.7,50.8,31.6,4.5,35.8,16.3,20.6
"313","Arkansas","Miller",2018,42162,10.5,82.6,86,51,33.1,28.9,37.2,21.9,24.3
"314","Arkansas","Miller",2019,50905,10.2,76.4,82.9,50.8,34.2,29.1,38.8,14.1,21.6
"315","Arkansas","Mississippi",2018,36718,11.6,75.2,80.7,51.3,37.6,38.4,43.1,25.7,26.4
"316","Arkansas","Mississippi",2019,39990,11,66.6,79.6,51.2,39.3,38.3,41.2,23,24.9
"317","Arkansas","Monroe",2018,32922,11.7,93,77.1,53,40,43.9,41.7,26,25.9
"318","Arkansas","Monroe",2019,34289,11.3,103.8,75.2,53,39.3,44.3,42.3,25.5,23.8
"319","Arkansas","Montgomery",2018,38318,10.4,100.1,78.2,50.3,33.8,5.6,33.9,18.8,23.6
"320","Arkansas","Montgomery",2019,39591,10.2,105.3,76.8,50.3,34.5,5.9,37.1,19.9,22.6
"321","Arkansas","Nevada",2018,37626,10.7,104.9,86.8,50.5,35.5,33.7,41.9,21.3,23.9
"322","Arkansas","Nevada",2019,36528,10.4,83.5,88.4,50.5,34.5,33.7,38.7,24.1,21.7
"323","Arkansas","Newton",2018,36078,10.1,81,82.6,49.4,32.1,4.7,36.3,17.4,22.8
"324","Arkansas","Newton",2019,37648,9.8,86.8,81.9,49.5,30.4,4.7,36,18.1,19.9
"325","Arkansas","Ouachita",2018,37624,11.3,105.6,85.6,52.6,36,43.6,41.1,23.3,23.6
"326","Arkansas","Ouachita",2019,46393,11.2,84.7,84.3,52.6,37.4,43.7,39.2,17.3,22.8
"327","Arkansas","Perry",2018,45342,10.3,85.4,83.4,50.4,33.4,5.2,35.5,14.7,23.5
"328","Arkansas","Perry",2019,50560,10,82.7,81.9,50.2,33.7,5.3,36.4,16.5,22.6
"329","Arkansas","Phillips",2018,29945,12.1,100.8,78.4,53,38.4,64.7,44.6,35.4,25.4
"330","Arkansas","Phillips",2019,31521,12.1,92.1,78.9,53.2,41.1,64.9,45.2,33.3,24.2
"331","Arkansas","Pike",2018,41534,10.2,108.5,84.8,50,33.3,7.3,33.7,17.8,23.5
"332","Arkansas","Pike",2019,44426,9.9,90.9,83.5,50.2,33.9,7.5,37.8,16.9,21.6
"333","Arkansas","Poinsett",2018,37370,10.7,115.7,80.6,51.4,35.5,10.9,38.4,23.7,26.4
"334","Arkansas","Poinsett",2019,40536,10.5,112.4,77.9,51.5,35.8,11.1,38.8,23.1,24.6
"335","Arkansas","Polk",2018,39048,10.4,117.2,84.6,51.1,35,6.2,35.2,20,23.1
"336","Arkansas","Polk",2019,39722,10.2,124.3,83.8,51.1,33.8,6.1,35.3,20.2,22.7
"337","Arkansas","Pope",2018,45788,9.7,115.1,84.8,50.4,31.1,7.8,34.9,16,22.4
"338","Arkansas","Pope",2019,47519,9.6,105,79.3,50.4,33.1,7.9,36.1,16.9,19.9
"339","Arkansas","Prairie",2018,43245,10.4,104.1,82.2,50.1,33.6,13.5,34.8,15.8,22.6
"340","Arkansas","Prairie",2019,46205,10.2,110.2,80.9,50.2,32.8,13.5,36.8,15,21.3
"341","Arkansas","Pulaski",2018,49957,10.3,83.4,90.4,52.3,26.9,42.7,34.8,16.7,18.4
"342","Arkansas","Pulaski",2019,52684,9.8,78,82.9,52.3,29.6,43,34.9,14.6,19.2
"343","Arkansas","Randolph",2018,37799,10.4,124.8,82.7,50.4,35.2,5.5,35.9,17.4,25.7
"344","Arkansas","Randolph",2019,42875,10.4,120.7,81.4,50.4,35.9,6.3,38.8,17.3,23.8
"345","Arkansas","Saline",2018,63677,9.2,82.6,90.4,51.1,27.5,11.7,31.7,9.7,19.9
"346","Arkansas","Saline",2019,66944,9.1,81.4,84.2,51.2,28.2,12.1,34,9.6,16.7
"347","Arkansas","Scott",2018,35826,10.7,105.4,78.9,49.2,37.2,9.1,36.1,20.2,26.2
"348","Arkansas","Scott",2019,38065,10.1,104.1,78.7,49.3,38.5,9,37.6,19.6,24
"349","Arkansas","Searcy",2018,31659,10.5,100.2,84.5,49.8,33.6,4.9,33.4,24.3,25
"350","Arkansas","Searcy",2019,34712,10.5,93.1,80.9,49.7,36.1,4.9,38.7,22.4,23.7
"351","Arkansas","Sebastian",2018,46843,10.2,101.6,83.2,51.1,34.1,18.2,37.7,15.6,23.2
"352","Arkansas","Sebastian",2019,48945,9.7,99.2,79.4,51,33.4,18.3,33.2,15.9,19.4
"353","Arkansas","Sevier",2018,44100,9.9,119.5,74.3,49.9,36.9,12.1,35.3,20.1,24.1
"354","Arkansas","Sevier",2019,43493,9.2,126.3,73.6,50,37.4,12.4,39,17.7,20
"355","Arkansas","Sharp",2018,36032,10.7,100.1,83.6,50.7,36.2,4.4,39.4,20.7,25.5
"356","Arkansas","Sharp",2019,37591,10.4,108,82.6,51.1,37.1,4.8,38.8,23.3,24.7
"357","Arkansas","St. Francis",2018,33257,10.8,100.8,80.6,44.9,38.4,56.4,47.1,35.6,27.1
"358","Arkansas","St. Francis",2019,34389,10.5,118,80.6,44.7,38.7,56.3,42.4,32,24.6
"359","Arkansas","Stone",2018,34009,10.6,103,79.6,50.9,34.2,3.7,40.4,20.3,24.6
"360","Arkansas","Stone",2019,36930,10.4,99.2,78.9,50.6,34.4,3.8,38.5,19.3,22.7
"361","Arkansas","Union",2018,45335,10.4,103.9,84.8,51.3,34.9,36.1,35.8,18.2,21.6
"362","Arkansas","Union",2019,46602,10.4,81.1,79.8,51.3,32.2,36.2,37.5,18.9,20.6
"363","Arkansas","Van Buren",2018,40486,10.2,103.6,85.8,50.5,32.4,3.8,36.6,16.4,23.1
"364","Arkansas","Van Buren",2019,38096,10.2,103.4,82.4,50.3,33.6,4.1,39.1,19.9,22.8
"365","Arkansas","Washington",2018,50893,9.6,77,85,49.9,28.8,13.7,33.6,15.2,20.5
"366","Arkansas","Washington",2019,52158,9.5,72.1,77.1,50,27.1,14,33.9,15.1,18.3
"367","Arkansas","White",2018,44811,10.2,97.2,85.4,51.3,33,8.1,37.8,16.6,22.9
"368","Arkansas","White",2019,46388,9.9,102.7,81,51.3,31.5,8.3,36.7,15.4,22.2
"369","Arkansas","Woodruff",2018,34306,11,107,80,52,36.3,29.2,37.2,23.7,24.5
"370","Arkansas","Woodruff",2019,36568,11,120.3,78.9,52,37,29.2,41.3,27.1,23.3
"371","Arkansas","Yell",2018,41729,9.8,96.6,80.1,49.5,36.4,6,36.2,16.3,24
"372","Arkansas","Yell",2019,44469,9.7,107.2,74.9,49.7,38.4,6.4,40.4,15.6,22.6
"373","California","Alameda",2018,101744,8.3,33.7,88,50.8,18.5,50.6,23.2,9,11.3
"374","California","Alameda",2019,107589,8,31.9,77.1,50.8,19.7,51.1,23.5,8.9,10.1
"375","California","Alpine",2018,55384,10.9,55.7,88.9,47.2,21.8,30.7,29.4,17.3,16.9
"376","California","Alpine",2019,58112,9.9,48.8,82.5,46.8,23.6,32.8,29.9,17.2,14.7
"377","California","Amador",2018,58515,9.5,55.3,90.3,45.6,19.7,10.3,28.9,11.8,14.6
"378","California","Amador",2019,62640,9,49.8,86.9,45.7,22.7,10.5,29.4,9.8,13.5
"379","California","Butte",2018,50945,10.1,65.8,89.3,50.6,21.9,14.1,32.9,18.5,15.3
"380","California","Butte",2019,58394,9.9,73.1,83.1,50.5,23.3,14.5,31.7,16.1,13.6
"381","California","Calaveras",2018,62984,9.9,60.2,90.4,50.3,19.1,8.8,26.4,12.1,13.9
"382","California","Calaveras",2019,68248,9.5,59.4,87.1,50.2,21.3,9,30.1,12.1,13.7
"383","California","Colusa",2018,57249,9.7,61.6,69.4,49,25.9,8.8,30.8,11,15.3
"384","California","Colusa",2019,59048,9,67.6,67.3,49.1,29.6,9.1,32.3,12,13.5
"385","California","Contra Costa",2018,101463,9,39.9,89.4,51.1,17.9,34.7,22.8,7.8,11
"386","California","Contra Costa",2019,106555,8.3,37.2,79.2,51.1,22.1,35.3,23.9,7.9,10
"387","California","Del Norte",2018,48518,10.5,76.2,81,45.6,24.8,22,31.7,20.4,18.8
"388","California","Del Norte",2019,48979,9.9,82.3,78.6,45.5,27.3,22.1,33.4,17.9,17.5
"389","California","El Dorado",2018,81869,9.2,52.5,93.1,50.2,18,11.1,26.2,8.1,12.7
"390","California","El Dorado",2019,86202,8.9,47.7,84.6,50.2,19,11.5,26,8.7,11.7
"391","California","Fresno",2018,52318,10.2,52.8,75.3,50.1,28.4,23.7,34,21.3,15.7
"392","California","Fresno",2019,56926,9.2,49.1,71.9,50.1,29.4,23.9,37.6,20.5,14.4
"393","California","Glenn",2018,47365,10.1,69.6,75.3,49.1,25.1,10.7,31,15.4,16.6
"394","California","Glenn",2019,55682,9.4,73.2,72.2,49.1,28.2,10.9,32.3,12.1,14.9
"395","California","Humboldt",2018,49471,10.5,68.2,90.3,50.3,19.9,16.8,26.9,20.3,16.1
"396","California","Humboldt",2019,51134,10.1,78.4,83.5,50.4,21.5,16.9,28,19.1,14.6
"397","California","Imperial",2018,46633,9.3,50.4,69,48.7,30.4,9.8,37,21.4,15.4
"398","California","Imperial",2019,48102,9,45.6,66.5,48.8,33.3,9.8,35.9,22,13.1
"399","California","Inyo",2018,53793,9.9,72.1,88.8,49.7,20.2,20.1,27.5,12.3,14.1
"400","California","Inyo",2019,59605,9.1,68.8,82.4,49.8,22.1,20.5,28,11.7,12.9
"401","California","Kern",2018,51586,10.2,49.2,73.8,48.7,29.4,17.9,33.9,20.5,16.8
"402","California","Kern",2019,53245,9.3,46.2,71,48.8,33,18.1,35.5,19,15.3
"403","California","Kings",2018,58255,9.7,59.4,73.7,45,26.3,18.9,34.6,18.8,17.1
"404","California","Kings",2019,57297,9,57.2,70.5,44.8,30.6,19.2,35.3,16,14.5
"405","California","Lake",2018,45086,10.5,47.2,85.2,50.2,23.2,12.8,29.8,18.4,17.1
"406","California","Lake",2019,46897,10,42,84.3,50.1,26.7,13.1,32.3,18.3,15.8
"407","California","Lassen",2018,57705,9.7,76.5,82.8,37.7,23.6,19,28.9,15.8,18.5
"408","California","Lassen",2019,53613,9,78.9,80.6,37.8,25.7,19.2,30.6,16.5,16.6
"409","California","Los Angeles",2018,67986,8.4,46.6,78.7,50.7,22.3,29.5,26.6,14.2,12.7
"410","California","Los Angeles",2019,72721,7.4,44.4,70.9,50.7,25.2,29.6,27.8,13.4,10.9
"411","California","Madera",2018,53632,10.1,57.3,71.9,51.8,28.1,14.1,33.1,20.2,16.5
"412","California","Madera",2019,61105,9.4,50.2,69.2,51.7,30.9,14.3,32.7,17.6,14
"413","California","Marin",2018,122933,8.6,34.2,93.2,51.1,14.6,14.6,21,6.6,9.2
"414","California","Marin",2019,112069,8.3,32,79.3,51.1,17.3,14.8,22.5,6.9,9
"415","California","Mariposa",2018,51402,10,65.2,90.4,49.3,19.5,10.6,26.3,14.9,14.5
"416","California","Mariposa",2019,52760,9.5,64.3,85.8,49.3,22.4,10.7,27.7,15.1,13.5
"417","California","Mendocino",2018,51386,10.3,52.6,86.9,50.5,21.4,13.9,28.4,17.5,15.8
"418","California","Mendocino",2019,52309,9.4,51.4,81.5,50.5,25.1,14,30.8,14,14.3
"419","California","Merced",2018,56169,10,40.9,69.4,49.5,29.8,18.1,37,21.2,16.3
"420","California","Merced",2019,59733,9.3,38.5,66.9,49.5,32.2,18.2,34.6,17,14.4
"421","California","Modoc",2018,45227,10.7,79.9,85.6,49.9,23.4,11.7,29.9,19.1,17
"422","California","Modoc",2019,45311,10,84,84.4,49.5,26,12.1,31.2,20.5,16
"423","California","Mono",2018,66499,9.1,56.6,88.7,47.1,18.6,10,27.4,9.3,13.9
"424","California","Mono",2019,66226,8.7,54.5,81.9,47.1,22.4,10,29,10.1,13
"425","California","Monterey",2018,69665,9.2,45.1,71.3,49.1,25.1,17.3,28.4,13.3,13.6
"426","California","Monterey",2019,76509,8.7,42.1,66.8,49.1,27.9,17.4,32.1,12.6,12
"427","California","Napa",2018,85624,8.8,46.2,85.1,50.2,19.1,16.2,25.3,8.8,11.8
"428","California","Napa",2019,90230,8.4,42.2,77.4,50.2,20.6,16.5,28.6,7.4,10.6
"429","California","Nevada",2018,66681,9.4,56.6,94.2,50.9,16.4,6.6,21.9,10.3,12.5
"430","California","Nevada",2019,69550,9.2,56.8,85.6,50.9,18.8,6.7,25.1,9.4,11.4
"431","California","Orange",2018,89373,8.1,46.8,85.1,50.6,18.7,28.9,21.6,10.5,10.7
"432","California","Orange",2019,95761,7.6,43.7,74.6,50.7,21.6,29.4,24.5,9.5,10.4
"433","California","Placer",2018,89175,9.1,56.5,94.6,51.1,15.6,15.8,21.6,7.1,11.1
"434","California","Placer",2019,97688,8.6,54.6,83.9,51.2,17.6,16.3,24.6,6.6,10.6
"435","California","Plumas",2018,55079,9.9,85.2,93.9,50.1,18.4,9.1,25.6,12.5,14
"436","California","Plumas",2019,59376,9.5,81,90.5,50.1,20.4,9.4,28.9,13.2,12.8
"437","California","Riverside",2018,66793,9.2,50.7,81.7,50.1,22.7,20.5,29,12.7,13.4
"438","California","Riverside",2019,72905,8.3,47.4,77,50.1,26.2,20.8,33.4,11.3,12.4
"439","California","Sacramento",2018,69475,9.9,49,87.4,51.1,22.4,37.3,28.2,14.3,14
"440","California","Sacramento",2019,71891,9.8,45.2,80.3,51.1,24,37.6,27.8,12.6,13.3
"441","California","San Benito",2018,80063,9,35,79.9,49.8,22.7,12.4,28.3,8.6,13.1
"442","California","San Benito",2019,84209,8.3,32,76.7,49.9,25.4,13,30.1,10.4,11.8
"443","California","San Bernardino",2018,63310,9.5,52.9,79.5,50.2,25.8,23.7,34.9,14.9,15.1
"444","California","San Bernardino",2019,67398,8.9,49.6,75.6,50.2,29.6,23.9,33.3,13.3,13.3
"445","California","San Diego",2018,78777,8.6,46.3,87.1,49.6,19.5,24.7,24.4,11.5,13
"446","California","San Diego",2019,83576,7.9,42.7,78,49.6,22.4,24.9,24.1,10.3,11
"447","California","San Francisco",2018,110601,7.7,30.7,88.5,49,17.7,47.1,16.8,10.1,11.7
"448","California","San Francisco",2019,121795,7.5,28.3,72.2,49,18.9,47.4,16.4,9.5,9.6
"449","California","San Joaquin",2018,63567,9.3,45.4,78.9,50.2,27,33.8,33.4,14.3,14.8
"450","California","San Joaquin",2019,68458,9.6,43.3,75.6,50.2,27.5,34.4,31.9,13.6,13.9
"451","California","San Luis Obispo",2018,70626,9.3,56.8,90.9,49.3,17.7,11.2,28.4,12.7,12.4
"452","California","San Luis Obispo",2019,76599,9,56.5,82.9,49.4,20.8,11.2,26.2,11.6,11
"453","California","San Mateo",2018,122930,7.7,27.4,89.2,50.5,17.1,40.2,21.3,6.8,10.1
"454","California","San Mateo",2019,135234,7.8,25.3,77.8,50.5,17.5,40.9,20.6,6.1,9.2
"455","California","Santa Barbara",2018,75646,9.2,56.3,81,50,20.5,14.6,26.8,12.6,12.6
"456","California","Santa Barbara",2019,74530,8.6,53.5,73.4,50,23.9,14.7,27.3,12,11.1
"457","California","Santa Clara",2018,125933,7.5,33,88.1,49.4,17.8,47.4,19,7.3,9.7
"458","California","Santa Clara",2019,132444,7.2,30.9,76.6,49.3,20.4,48.2,21.3,6.1,8.8
"459","California","Santa Cruz",2018,84213,9.2,26.9,86.4,50.5,18.4,13,21.7,12.2,12
"460","California","Santa Cruz",2019,85770,8.8,24.6,77.4,50.5,21.5,13.1,29.3,10.6,10.8
"461","California","Shasta",2018,53908,10.3,94.7,90.8,50.9,19.4,12.2,26.6,15.2,16.1
"462","California","Shasta",2019,61464,9.6,86.2,86.8,50.9,22,12.5,27.8,13.3,15.3
"463","California","Sierra",2018,52308,9.9,63.9,93.3,49.7,19.8,7.1,27.6,13.3,14.4
"464","California","Sierra",2019,55862,9.5,65.9,92.7,49.7,23.4,7.6,29.6,12.7,13.8
"465","California","Siskiyou",2018,47560,10.4,82,90,50.2,21.5,13.9,28.4,17.1,15.9
"466","California","Siskiyou",2019,45954,9.8,81.6,85.8,50.2,23.8,14.1,31.3,17.4,14.4
"467","California","Solano",2018,82808,9.6,44.1,88,50.2,21.5,40.5,27.1,7.9,13.6
"468","California","Solano",2019,85704,8.8,39.9,82.4,50.2,24.7,40.8,30.7,9,11.9
"469","California","Sonoma",2018,81002,9.2,40.5,88,51.2,18.9,13.2,25.3,9.9,12.4
"470","California","Sonoma",2019,87084,9.1,37,80.6,51.2,19.3,13.4,27.1,7.2,11.1
"471","California","Stanislaus",2018,59616,10,38.5,78.3,50.5,24.5,16.8,33.1,15.6,15.7
"472","California","Stanislaus",2019,62761,9.4,36.2,75.5,50.4,30.5,17,30.8,13,14.2
"473","California","Sutter",2018,57879,9.6,54.7,78,50.2,26.1,27.4,27.8,13.5,15.6
"474","California","Sutter",2019,60910,9.1,51.9,74.6,50.2,28.9,27.6,29.1,12.8,14.4
"475","California","Tehama",2018,47572,10.5,78.5,84.4,50.3,23.9,9.8,34.3,17,17.3
"476","California","Tehama",2019,51672,10,76.7,81.2,50.3,28.5,9.9,35.1,16.3,16.1
"477","California","Trinity",2018,40680,10.7,84.8,90.6,48.7,22.3,12.9,29.6,21.6,17.2
"478","California","Trinity",2019,43881,10.1,84.3,87.9,48.6,24.6,13,30,16.5,16
"479","California","Tulare",2018,48763,10.1,65.9,69.8,50,29.6,11.9,35.4,22.2,17.5
"480","California","Tulare",2019,56776,9.5,64.3,68.4,50.1,32.6,12,35.7,18.9,14.9
"481","California","Tuolumne",2018,56500,9.8,62.7,90.4,48.1,19.8,9.6,27,12.5,14.4
"482","California","Tuolumne",2019,64729,9.4,65.8,86.7,48.2,22.8,9.6,28,11.3,13.9
"483","California","Ventura",2018,84170,8.9,44.8,84.4,50.5,21.5,15.9,24,9.1,12.1
"484","California","Ventura",2019,91446,8.2,41.9,77,50.5,21.8,16.1,27.5,8.2,10.5
"485","California","Yolo",2018,67804,9.2,53.4,86.4,51.5,21.3,26,26.6,20.1,12.9
"486","California","Yolo",2019,70951,8.8,51,78.7,51.6,24,26.3,29.9,16.9,11.4
"487","California","Yuba",2018,47504,10.1,54.5,82,49.3,23.5,21.6,28.3,17.2,17.2
"488","California","Yuba",2019,56607,9.5,53.4,78.8,49.4,25.3,21.9,31.3,15.2,14.8
"489","Colorado","Adams",2018,70199,9.6,67.3,83,49.5,22,14.2,30.2,9.2,19
"490","Colorado","Adams",2019,75341,8.8,61.4,78,49.4,26.1,14.5,30.9,9.3,15.4
"491","Colorado","Alamosa",2018,42897,9.9,102.4,86.5,50.3,22.7,12.6,30.5,19.1,18.3
"492","Colorado","Alamosa",2019,38213,9.4,107.8,81.8,50.3,26.9,12.7,29.2,19.6,15.7
"493","Colorado","Arapahoe",2018,76665,9.5,62.3,92.4,50.5,17.4,23.4,23.2,8.1,15.2
"494","Colorado","Arapahoe",2019,82364,9,59,81.5,50.4,20.4,23.7,24.6,7.2,13.4
"495","Colorado","Archuleta",2018,53337,9.3,72.1,92,49.9,15.4,8,23.2,11.2,14.4
"496","Colorado","Archuleta",2019,57604,9.3,54.2,82,49.7,19.3,8,24.9,10.8,13.5
"497","Colorado","Baca",2018,38294,10.6,95.7,84.8,50.2,20.3,6,28.4,19.4,19.5
"498","Colorado","Baca",2019,38945,10.3,70.6,81,50,24.2,6.2,30.5,19.3,17.8
"499","Colorado","Bent",2018,37659,9.2,112.3,85.8,34.4,23.7,14.8,29.3,33.9,22
"500","Colorado","Bent",2019,35764,9.3,90.5,81.9,35.3,30.3,14.4,33.5,34.4,20.8
"501","Colorado","Boulder",2018,83591,8.7,63.8,95.1,49.7,12.4,9.8,15.7,9.7,12.3
"502","Colorado","Boulder",2019,88341,8.4,51.8,80.1,49.6,14.6,9.9,19.9,10.7,10.6
"503","Colorado","Broomfield",2018,96924,8.6,70.5,96.8,50.2,12.4,12.2,21.4,4.9,12.6
"504","Colorado","Broomfield",2019,106892,8.5,60.3,81.9,50.2,14.2,12.3,24.5,4.1,10.9
"505","Colorado","Chaffee",2018,56168,9.3,80.7,92.9,47,16,6.1,23.4,10.9,16.3
"506","Colorado","Chaffee",2019,60331,9.1,48.5,86.8,46.9,18.6,6,25,11,14.7
